name,tags,alcohol,id,brewery_id,brewery_Name,image,Total Quantity,Remaining Quantity,Price
Bieken,blonde,8,165,193,Brouwerij Boelens,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Forestinne Mysteria,blonde special,7.5,595,112,Brasserie Caracole,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
De Graal Blond,blonde,6.5,443,34,Brouwerij De Graal,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Grotten Flemish Ale,"high fermentation, belgian strong ale",7.7,683,203,Brouwerij St-Bernardus,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Mongozo Coconut,fruit beer,3.5,1050,271,Brouwerij Huyghe,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Bon Homme,"high fermentation, dark brown",6.5,242,137,Brouwerij De Leite,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
La Binchoise Brune,high fermentation,7.7,871,120,Brasserie La Binchoise,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Leeuw Pilsener,pilsener,5,943,47,Brouwerij Haacht,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Delhaize Tafelbier Bruin,table beer,1.5,464,1,Brasserie Piedboeuf (AB InBev),https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Pimpernelle,"triple, organic",8,1221,316,Brouwerij Jessenhofke,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Jessenhofke Tripel,"high fermentation, organic, triple",8,773,148,De Proefbrouwerij for Brouwerij Jessenhofke,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Schaarbeekse Oude Kriek 3 Fonteinen,"fruit beer, lambic",5,1337,195,Geuzestekerij 3 Fonteinen,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
St. Bernardus Prior 8,high fermentation,8,1405,134,Brouwerij St. Bernardus,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
St. Bernardus Tripel,high fermentation,8,1406,134,Brouwerij St. Bernardus,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Kriek Cantillon 100% Lambic,lambic,5.5,852,170,Brasserie Cantillon,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Kriek Boon,lambic,4.5,851,348,Brouwerij Boon,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
White by Mystic,white,5.1,1674,47,Brouwerij Haacht,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Saison de Pipaix,saison,6,1317,132,Brasserie à Vapeur,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Neuzebier Tripel,"blonde, triple",6.9,1103,270,Brouwerij Anders for brouwerij De Neus,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Floris Cactus,white,4.2,575,271,Brouwerij Huyghe,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
La Noire Fontaine,high fermentation,8,907,224,Brasserie de Bouillon,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Bavik Faro,table beer,1.5,120,81,Brouwerij Bavik,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Bavik Pony-Stout,stout,5.2,121,81,Brouwerij Bavik,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
St. Louis Premium Kriek,kriek,3.2,1431,106,Brouwerij Van Honsebrouck,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
ZUIDerbierke,"high fermentation, brown red",8.2,1728,264,Brouwerij Donum Ignis,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Brugge Blond,"special, high fermentation",6.5,274,279,Brouwerij Palm (previously in Brouwerij De Gouden Boom),https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
La Waterlootoise,triple,9,936,241,Brouwerij Van Steenberge,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Westoek X,high fermentation,6,1667,172,De Struise Brouwers,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Forestinne Nordika,christmas,7.5,596,112,Brasserie Caracole,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Altitude 6,"ale, blonde",6,56,226,Brasserie de l'Abbaye des Rocs,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Affligem Tripel,"abbey, triple",8.5,47,19,Affligem Brewery (Heineken),https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Content,triple,7.5,382,245,Brouwerij De Graal for De Verhuisbrouwerij,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Kapel van Viven Bruin,brown,6.6,795,263,De Proefbrouwerij for Beerdevelopment Viven,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Odlo Triviaal,triple,8.2,1124,211,Brouwerij De Graal for (T)Huisbrouwerij Odlo,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Abbaye d'Aulne Triple Blonde,"abbey, triple",8,11,306,Brasserie Val de Sambre,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Abbaye d'Aulne Triple Brune,"abbey, triple",8,12,306,Brasserie Val de Sambre,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Rogier,belgian special,6.5,1290,331,Brouwerij De Graal for Traagwater,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Akila Pils,pils,5,50,229,Brouwerij Louwaege,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Puitenkop,IPA,5.6,1250,277,Brouwerij 't Paenhuys,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Witkap Pater Tripel,"high fermentation, triple",7.5,1693,30,Brouwerij Slagmuylder,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Foewerbier,amber,7,592,200,Brouwerij Kerkom,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Forestinne Gothika,scotch,7.5,594,112,Brasserie Caracole,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
De Verboden Vrucht,high fermentation,8.5,459,109,Brouwerij De Kluis (AB InBev),https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Kamil,high fermentation,6.5,792,33,De Proefbrouwerij for bierfirma BVG,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Wolf 9,amber,9,1701,184,Brouwerij Lupus,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Grimbergen Blond,"abbey, high fermentation",6.7,670,358,Alken-Maes (Heineken),https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Westvleteren Blond,trappist,5.8,1669,221,Sint-Sixtusabdij van Westvleteren,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Paulus,old brown,6,1191,257,Brouwerij Het Sas,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Zatte Bie,dark,9,1709,220,Brouwerij De Bie,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Vlaamsche Leeuw Blondje,blonde,5.5,1640,315,Brouwerij Van Steenberge for De Brouwerij van Vlaanderen,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Floris Witbier,white,5,587,271,Brouwerij Huyghe,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Klokke Roeland,dark,11.5,842,241,Brouwerij Van Steenberge,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Kriek Fantastiek,"fruit beer, red brown",4.9,855,110,Brouwerij De Ryck,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Ploegsteert,,5.4,1230,324,Brouwerij Verhaeghe Vichte,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Westvleteren Zes,trappist,6.2,1670,221,Sint-Sixtusabdij van Westvleteren,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Colère Rouge,belgian dark ale,5,381,340,Brasserie Millevertus,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Blonde de Brabant,blonde,6,222,91,Group John Martin,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Préaris IPA (No Hops No Glory),IPA,6.7,1246,336,De Proefbrouwerij for Vliegende Paard Brouwers,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Black,"dark, high fermentation",6.3,190,159,Brasserie de Bellevaux,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Blondine,blonde,8,225,337,Brouwerij Van Steenberge for Hopduvel Gent,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Bockor Pils,"low fermentation, pils",5.2,229,24,Brouwerij Bockor,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Turnhoutse Patriot,saison,6.5,1578,68,Scheldebrouwerij for Hobbybrouwerij Het Nest,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Rochefort 6,trappist,7.5,1282,93,Abbaye Notre-Dame de Saint-Rémy de Rochefort,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Saint-Lamvinus,"fruit beer, lambic",6,1306,170,Brasserie Cantillon,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Green Buzz,organic,6,664,340,Brasserie Millevertus,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Zwarte Piet,brown,8.5,1732,193,Brouwerij Boelens,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Wostyntje,mosterdbier,7,1702,190,Brouwerij De Regenboog,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Pater Verbiest Donker,"organic, dark",9,1187,133,De Proefbrouwerij,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Chouffe Bok 6666,dark amber,6,372,253,Brasserie d'Achouffe (Duvel-Moortgat),https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Den Mulder,blonde,8,478,107,Brouwerij Den Tseut,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Black Damnation III (Black Mes),russian imperial stout,13,194,154,De Struise Brouwers by Brouwerij Deca,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Viven Bruin,double,6.1,1636,263,De Proefbrouwerij for Beerdevelopment Viven,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Bush Blond,"high fermentation, blonde",10.5,310,74,Brouwerij Dubuisson,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Snuffelbeer,"gold, high fermentation",6,1389,190,Brouwerij De Regenboog,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Bueckenholt SaisoN548,"Saison, blonde",6.1,303,232,Brouwerij Den Triest en Brouwerij Anders for Brouwerij Bueckenholt,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Kortrijk-d’Utsel,brutbier,8.5,849,304,Brouwerij Kortrijk-d’Utsel,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Brunehaut Village,blonde,6.5,287,349,Brasserie de Brunehaut,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
"Brussels Fruit Beer ""Apple""",fruit beer,3.2,295,70,Brasserie Du Bocq,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Gordon Finest Platinum,high fermentation,12,644,91,Group John Martin,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Gordon Finest Silver,high fermentation,7.7,647,91,Group John Martin,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Brugs (Tarwebier),white,4.8,276,61,Alken-Maes (Heineken) (previously in Brouwerij De Gouden Boom),https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Rosé Max,fruit beer,4.5,1298,24,Brouwerij Bockor,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Sezoens Blond,"high fermentation, blonde",6,1352,311,Brouwerij Martens (Bocholt),https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Rader Ambrée,amber,10.5,1262,181,Brasserie de l'Abbaye du Val-Dieu for Radermacher Distillerie,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Ramée Triple Blond,"triple, blonde",8,1265,349,Brasserie de Brunehaut,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Ronsischen Dubbel,winter,7.4,1292,65,De Proefbrouwerij for bierfirma Slaapmutske,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
St. Sebastiaan Dark,abbey,6.9,1437,207,Brasserie du Bocq for Brouwerij Sterkens,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Kempisch Vuur 3-Dubbel,brown,7.5,822,60,De Proefbrouwerij commissioned by Brouwerij Pirlot,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Loterbol 6°,high fermentation,6,988,102,Brouwerij Loterbol,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Gertrude Ambrée,"amber, high fermentation",6,620,224,Brasserie de Bouillon,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Timmermans Oude Gueuze,lambic,5.5,1522,350,Brouwerij Timmermans,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Steenbrugge Wit,white,5,1443,302,Brouwerij Palm,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Oudbeitje,"strawberry, lambic",6,1137,48,Hanssens Artisanaal,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Armand’4 Zomer,old geuze,6,88,195,Geuzestekerij 3 Fonteinen,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Artevelde,belgian special,5.7,89,271,Brouwerij Huyghe,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Malheur Cuvée Royale,blonde,9,1013,205,Brouwerij De Landtsheer,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Christmas Leroy,"high fermentation, christmas",7.5,373,219,Brouwerij Van Eecke,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Tongerlo Christmas,"high fermentation, abbey",6.5,1534,47,Brouwerij Haacht,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Postel Christmas,red brown abbey,9,1237,19,Affligem Brewery (Heineken),https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Armand’4 Winter,old geuze,6,87,195,Geuzestekerij 3 Fonteinen,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Poorter,abbey,6.5,1241,207,Brasserie du Bocq for Brouwerij Sterkens,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Val-Dieu Brune,Erkend Belgisch abbey,8,1600,103,Brouwerij Val-Dieu,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Val-Dieu Grand Cru,Erkend Belgisch abbey,10.5,1601,103,Brouwerij Val-Dieu,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Val-Dieu Triple,"Erkend Belgisch abbey, triple",9,1602,103,Brouwerij Val-Dieu,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Grand Cru Bruocsella,lambic,5,663,170,Brasserie Cantillon,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Floris Honey,honey,4.5,580,271,Brouwerij Huyghe,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Bon Secours Brune,"high fermentation, brown",8,245,238,Brouwerij Caulier,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Lindemans Pecheresse,fruit beer,2.5,981,233,Brouwerij Lindemans,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Chapeau Gueuze,geuze,5.5,353,303,Brouwerij De Troch,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Mc Thals,"blonde, high fermentation",9.5,1034,356,Brouwerij DijkWaert,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Ferme Framboos,fruit beer,8,560,188,Brouwerij De Vlier,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Arabier,blonde,8,77,300,De Dolle Brouwers,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Herkenrode Tripel,"abbey, triple",7,707,296,Brouwerij Sint-Jozef,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Tremist,"high fermentation, blonde",6,1549,124,Brouwerij Van Eecke for Extremis,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Oude Geuze Oud Beersel,geuze,6,1146,208,Brouwerij Oud Beersel,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Floris Kriek,fruit beer,3.6,581,271,Brouwerij Huyghe,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Floris Mango,fruit beer,3.6,582,271,Brouwerij Huyghe,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Saison de Silly,"saison, amber",5,1320,87,Brasserie de Silly,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Kriek De Ranke,fruit beer,4.5,853,313,Brouwerij De Ranke,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Saint-Monon au Miel,"triple, honey",8,1308,42,Brasserie Saint-Monon,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Mort Subite Faro,faro,4,1064,358,Alken-Maes (Heineken),https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Floris Framboise,fruit beer,3.7,578,271,Brouwerij Huyghe,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Floris Griotte,fruit beer,3,579,271,Brouwerij Huyghe,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Bière Spéciale Belge,belgian special,5,176,120,Brasserie La Binchoise,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Oude Geuze 3 Fonteinen,geuze,7,1142,195,Geuzestekerij 3 Fonteinen,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Bryggja,triple,8.5,301,50,Brouwerij De Graal for Bryggja,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Archiduc,,6.2,78,66,Brasserie d'Ecaussinnes,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Steenbrugge Dubbel Bruin,"abbey, triple, brown",6.5,1441,279,Brouwerij Palm (previously in Brouwerij De Gouden Boom),https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Douglas Celtic Red,"amber red, high fermentation",7.9,504,36,Scottish & Newcastle for Group John Martin,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Kriek Max,fruit beer,3.2,863,24,Brouwerij Bockor,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Chapeau Mirabelle,"fruit beer, lambic",3.5,363,303,Brouwerij De Troch,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
La Botteresse aux cerises,"high fermentation, fruit beer",5.5,882,37,Brasserie la Botteresse de Sur-les-bois,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Lindemans Kriek,kriek,4,980,233,Brouwerij Lindemans,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Julius,"high fermentation, brown",8.7,779,109,Brouwerij De Kluis (AB InBev),https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
"Brussels Fruit Beer ""Peaches""",fruit beer,3.2,296,70,Brasserie Du Bocq,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
