name,tags,alcohol,id,brewery_id,brewery_Name,image,Total Quantity,Remaining Quantity,Price
Triporteur from Heaven,"ale, blonde",6.2,1561,196,Brouwerij Anders for BOMBrewery,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Triverius,wheat,6.8,1564,34,Brouwerij De Graal,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Atomium Premier Grand Cru,amber,8,92,241,Brouwerij Van Steenberge,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Pax Pils,pils,4.6,1194,296,Brouwerij Sint-Jozef,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Floreffe Prima Melior,abbey,8,568,147,Brouwerij Lefebvre,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Dominus Tripel,"abbey, triple",8,496,91,Group John Martin,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
V Cense,"high fermentation, belgian special",7.5,4,13,Brasserie de Jandrain-Jandrenouille,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
St. Firminus Blond,abbey,,1419,70,Brasserie Du Bocq,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Sinterklaas,Blond,8.5,1363,193,Brouwerij Boelens,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Sparta Pils,pils,5,1390,241,Brouwerij Van Steenberge,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Pick-Up,pils,5,1208,21,Brouwerij Walrave,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Malheur 6,gold blonde,6,1007,205,Brouwerij De Landtsheer,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Cervesia,"high fermentation, blonde",8,349,130,Brasserie Dupont,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Special 6 Block,"amber, high fermentation",6,1391,354,Brouwerij De Block,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Jack’Ouille,blonde,5.5,760,224,Brasserie de Bouillon,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
La Troufette Givrée,high fermentation,8,930,222,Brasserie de Bastogne,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Zottegemse Grand Cru,amber,8.4,1727,292,Brouwerij Strubbe for Brouwerij Crombé,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
De Koninck,amber,5.2,452,236,Brouwerij De Koninck (Duvel-Moortgat),https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Melchior,amber,11,1035,63,Brouwerij Alvinne,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Stoere Wulp,brown,6.5,1449,133,De Proefbrouwerij,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Den Tseut,"blonde, special",6.5,479,107,Brouwerij Den Tseut,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Queueu de Charrue Ambrée,amber,5.6,1254,254,Brouwerij Verhaeghe Vichte commissioned by Brouwerij Vanuxeem,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Ter Dolen Donker,brown,7.1,1510,347,Brouwerij Ter Dolen,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Felix Speciaal Oudenaards,red brown,4.6,558,86,Brouwerij Verhaeghe for Brouwerij Clarysse (bierfirma),https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
La Binchoise Organic’ Miel,"high fermentation, organic, honey",8.5,873,120,Brasserie La Binchoise,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Livinus,"blonde, high fermentation",10,984,192,Brouwerij Van den Bossche,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Belgoo Maxus,gold blonde,8.1,139,307,Brouwerij Belgoobeer by Brasserie La Binchoise,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Sas Export,export pils,5,1331,257,Brouwerij Het Sas,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Floris Fraise,fruit beer,3.6,577,271,Brouwerij Huyghe,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Wittekerke,white,5,1695,81,Brouwerij Bavik,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Saison Regal,"saison, amber",5.5,1324,210,Brasserie du Bocq,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Sur-les-Bois Blonde,high fermentation,7,1474,117,Brasserie La Botteresse de Sur-les-Bois,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Sur-les-Bois Brune,high fermentation,9,1475,117,Brasserie La Botteresse de Sur-les-Bois,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Abbaye des Rocs Blonde,"abbey, high fermentation",7.5,22,226,Brasserie de l'Abbaye des Rocs,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Rodenbach,old brown,5.2,1285,17,Brouwerij Rodenbach,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Ciney Bruin,"high fermentation, brown",7,377,358,Alken-Maes (Heineken),https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Stella Artois,"pils, low fermentation",5.2,1446,216,AB InBev,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Sint-Adriaansbier Bruin,abbey,,1360,241,Brouwerij Van Steenberge,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Cuvée Saint Gilloise,"spontaneous fermentation, 100% lambic",5,432,170,Brasserie Cantillon,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Kriek Lindemans,lambic,3.5,858,233,Brouwerij Lindemans,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Gypsy Rose,amber,9,694,344,Brasserie Sainte-Hélène,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Gribousine Blonde,high fermentation,8.5,666,204,Brasserie La Binchoise (for Brasserie de Malonne),https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Smiske,blonde,7,1381,105,Brouwerij Smisje,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Smiske Bruin,double,7,1382,105,Brouwerij Smisje,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Femme Fatale,"high fermentation, amber",6.5,559,137,Brouwerij De Leite,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Snaaskerstbier,christmas,8,1385,183,Brouwerij Deca,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Snoek Bruin,high fermentation,5.5,1387,119,Brouwerij Strubbe for “Mout- en Brouwhuis De Snoek”,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Snowbuk,saison,6,1388,127,Brouwerij Gulden Spoor,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Boerke Bruin,brown,6.8,234,287,Brouwerij Angerik,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Vurig Bierreke,triple,11.5,1652,356,Brouwerij DijkWaert,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
La Poiluchette Blonde Cuvéé du Château,high fermentation,7.5,910,271,Brouwerij Huyghe,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Sint-Gummarus Dubbel,,7,1364,296,Brouwerij Sint-Jozef,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Delirium Christmas,christmas,10,467,271,Brouwerij Huyghe,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Sint-Gummarus Tripel,"high fermentation, triple",8,1365,296,Brouwerij Sint-Jozef,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Blanche de Brabant,white,5,204,91,Group John Martin,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Uitzet Kriekbier,fruit beer,7.5,1582,140,Brouwerij Van Steenberge for Brouwerij Paeleman,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Lupulus Blonde,high fermentation,8.5,999,176,Brasserie les 3 Fourquets,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Equinox,brown,8,541,351,Brasserie de la Senne,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Egotripel,triple blonde,6.5,526,295,Brouwerij Opus Magnum,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Ramée Amber,"abbey, amber",7.5,1264,349,Brasserie de Brunehaut,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Straffe Toeback,high fermentation,9.5,1457,52,Scheldebrouwerij,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Brunehaut Tradition,amber,6.5,286,349,Brasserie de Brunehaut,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Bush de Noël Premium,"christmas, triple",13,313,74,Brouwerij Dubuisson,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Bleeken Moriaen,triple,10,216,219,Brouwerij Van Eecke,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Mort Subite Xtreme Manzana,fruit beer,4.2,1075,358,Alken-Maes (Heineken),https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Contreras' Especial Mars,"high fermentation, spring beer",6.5,384,310,Brouwerij Contreras,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Oud Kriekenbier,fruit beer,6,1140,2,Brouwerij Strubbe,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Oerbier,high fermentation,7.5,1126,300,De Dolle Brouwers,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Lusja,brown,7,1000,243,Bierfirma NoordSter by Brouwerij De Vlier,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Papegaei,high fermentation,8,1178,187,Brouwerij Verstraete by Brouwerij Deca,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Winterkoninck,ruby,6.5,1684,236,Brouwerij De Koninck (Duvel-Moortgat),https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
St. Feuillien Brune Réserve,abbey,7.5,1415,319,Brasserie St-Feuillien,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Rosdel,amber,5.8,1295,273,Brouwerij Nieuwhuys,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Kerasus,dark red,5.5,825,63,Brouwerij Alvinne,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Vedett Extra Blond,blonde,5.2,1612,3,Brouwerij Duvel Moortgat,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Belle-Fleur,IPA,6,143,201,Brouwerij De Dochter van de Korenaar,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Viven Blond,blonde,6.1,1635,263,De Proefbrouwerij for Beerdevelopment Viven,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Paljas Blond,blonde,6,1161,247,Brouwerij Anders for Brouwerij Henricus,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Christmas Pale Ale,"high fermentation, christmas",6.3,375,110,Brouwerij De Ryck,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Darinckdelver,stout,10.5,437,63,Brouwerij Alvinne,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
St. Paul Double,abbey,6.9,1434,207,Brasserie du Bocq for Brouwerij Sterkens,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
St. Sebastiaan Grand Cru,abbey,7.6,1438,207,Brasserie du Bocq for Brouwerij Sterkens,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Kapittel Blond,blonde,6.5,797,219,Brouwerij Van Eecke,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Viven Imperial IPA,imperial IPA,8,1637,263,De Proefbrouwerij for Beerdevelopment Viven,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Embrasse,"high fermentation, strong dark",9,531,201,Brouwerij De Dochter van de Korenaar,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Carlos,"dark, high fermentation",6.5,332,310,Brouwerij Contreras,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Carnavalsbier,blonde,6.1,333,56,Brouwerij De Graal for bierfirma Vacas,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Ultradélice,brown,8,1589,66,Brasserie d'Ecaussinnes,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Urchon,high fermentation,7.5,1592,100,Brasserie des Légendes,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
t Smisje Meso,high fermentation,2.5,1499,190,Brouwerij De Regenboog,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Hougaerdse Das,"high fermentation, amber",5.1,749,109,Brouwerij De Kluis (AB InBev),https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Houten Kop,special,6.5,750,2,Brouwerij Strubbe,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Serafijn Donker,"brown, high fermentation",8,1347,62,De Proefbrouwerij for Microbrewery Achilles,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Gageleer,organic,7.5,609,133,De Proefbrouwerij,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Lamoral Degmont,"high fermentation, amber blonde",8,941,251,Brouwerij Van Den Bossche,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Vlaamsche Leeuw Donker,brown,7.5,1641,315,Brouwerij Van Steenberge for De Brouwerij van Vlaanderen,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Vleteren Alt,ale dark,8,1646,183,Brouwerij Deca,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Vleteren Bruin,darke ale,8,1647,183,Brouwerij Deca,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Chapeau Winter Gueuze,"geuze, christmas",5.6,366,303,Brouwerij De Troch,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Angélus Brune,brown,7,64,78,Brasserie Brootcoorens,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Chimay Rood,trappist,7,369,272,Abbaye Notre-Dame de Scourmont,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Augrenette,blonde,4.5,93,235,Brouwerij Augrenoise,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
IM-JIN,amber,7.5,756,329,Brasserie Grain d'Orge,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Bravoure,"high fermentation, smoked beer, amber",6.5,262,201,Brouwerij De Dochter van de Korenaar,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Kriek Girardin,lambic,5,856,175,Brouwerij Girardin,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Manneken Pils,pils,5.2,1017,147,Brouwerij Lefebvre,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Witkap Pater Stimulo,"high fermentation, blonde",6,1692,49,Brouwerij Slaghmuylder,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Scotch Silly,"high fermentation, scotch",7.8,1344,87,Brasserie de Silly,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Seefbier,high fermentation,6.5,1345,46,Antwerpse Brouw Compagnie,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Gulden Draak,"high fermentation, dark",10.5,692,241,Brouwerij Van Steenberge,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Wit Goud,high fermentation,8,1688,163,Brouwerij Hof ten Dormaal,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Witte Pol,white,5.6,1694,72,Brouwerij Inter-Pol,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Douglas Celtic Brown,darke scotch,7.9,502,36,Scottish & Newcastle for Group John Martin,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Zonnegemse Zot,amber,7.1,1725,35,De Proefbrouwerij for Oude Brouwerij van Zonnegem vzw,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Heksemiebier,high fermentation,6.2,702,16,Microbrewery Achilles,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Kameleon Tripel,"organic, triple",8.5,793,268,Brouwerij Den Hopperd,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Préaris Blond,high fermentation,6,1244,336,De Proefbrouwerij for Vliegende Paard Brouwers,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Kalle,triple,8,788,127,Brouwerij Gulden Spoor,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Hommelbier,"gold, high fermentation",7.5,734,219,Brouwerij Van Eecke,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Black Damnation V (Double Black),russian imperial stout,26,196,154,De Struise Brouwers by Brouwerij Deca,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Waaslander,white,5,1657,193,Brouwerij Boelens,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Himelein,high fermentation,6,713,51,Brouwerij Vissenaken,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Hoegaarden,"high fermentation, white",4.9,714,109,Brouwerij De Kluis (AB InBev),https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Beernems Berenbier,blonde,7.5,125,225,Brouwerij Van Steenberge for BIVO Drinks,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
La Binchoise Blonde,"high fermentation, blonde",6.2,870,120,Brasserie La Binchoise,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Bon Secours Blonde,"high fermentation, blonde",8,244,238,Brouwerij Caulier,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Belle Cies,blonde,10,142,330,Huisbrouwerij Den Tseut,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Vicaris Generaal,high fermentation,8.8,1617,31,Brouwerij Dilewyns,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Westvleteren Acht,trappist,8,1671,221,Sint-Sixtusabdij van Westvleteren,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Bierpruver Tripel,triple,9,179,40,Huisbrouwerij de 3 vaten,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Mystic Limoen,"high fermentation, fruit beer",3.5,1083,47,Brouwerij Haacht,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Joseph,"high fermentation, blonde, spelt",5.4,776,44,Brasserie de Silenrieux,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Aardmonnik,old brown,8,6,172,De Struise Brouwers,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Geuze Mariage Parfait,geuze,8,627,348,Brouwerij Boon,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Rosé de Gambrinus,"fruit beer, lambic",5.5,1296,170,Brasserie Cantillon,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Bink Blond,belgian pale ale,5.5,182,200,Brouwerij Kerkom,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Blanchette de Gaume,white,5,212,340,Brasserie Millevertus,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
St. Feuillien Triple,abbey,8.5,1417,319,Brasserie St-Feuillien,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Felix Kriek Oud Bruin,kriek,6,555,86,Brouwerij Verhaeghe for Brouwerij Clarysse (bierfirma),https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Oeral,india pale ale,6,1125,300,De Dolle Brouwers,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Martin’s Blond,high fermentation,6,1030,91,Group John Martin,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Oude Kriek De Cam,"lambic, kriek",6.5,1151,11,Geuzestekerij De Cam,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Timmermans Framboise Lambic,fruit beer,4,1517,350,Brouwerij Timmermans,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Li Berwette,"amber, high fermentation",8,964,214,Brasserie Saint-Monon for Confrérie du Busson,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Gordon Finest Zero,non alcoholic,0,648,91,Group John Martin,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Totentrekker,amber,5.5,1540,213,De Proefbrouwerij for Buitenlust,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Corsendonk Agnus,"blonde, triple",7.5,388,252,Brouwerij du Bocq for Corsendonk nv,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Corsendonk Blond,high fermentation,6.5,389,252,Brouwerij du Bocq for Corsendonk nv,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Bink Bloesem,blonde,7.1,184,200,Brouwerij Kerkom,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
IV Saison,saison,6.5,3,13,Brasserie de Jandrain-Jandrenouille,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Bioloo Blond,organic,6.4,187,307,Brouwerij Belgoobeer by Brasserie La Binchoise,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Hofdraak,brown,6.5,727,96,t Hofbrouwerijke,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Maltosa,"brown, table beer",1.2,1014,47,Brouwerij Haacht,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Maneblusser,blonde,6,1016,161,Brouwerij Het Anker,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Mano Negra,imperial stout,10,1018,63,Brouwerij Alvinne,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
Bock Pils,pils,5.2,228,302,Brouwerij Palm,https://driftwoodbeer.com/app/uploads/2016/01/Naughty-Hildegard_w-Glass_A.png,1000,,500
